Simpangsiabu	id=g:6723400
Cot Tambun	id=g:6725580
Goh Rueng Meudo	id=g:6725581
Goh Bateelangsen	id=g:6725582
Goh Kupanjee	id=g:6725583
Krueng Teungku	id=g:6725584
Gle Batee Anebay	id=g:6725585
Alue Payauen	id=g:6725586
Payauen	id=g:6725587
Cot Teungkupakay	id=g:6725588
Gle Meuh	id=g:6725589
Alue Lupit	id=g:6725590
Alue Uteuenlebak	id=g:6725591
Cot Kayee Adang	id=g:6725592
Uteuen Awee	id=g:6725593
Cot Uteuenlinteueng	id=g:6725594
Alue Buloh	id=g:6725595
Teuneurut Aleh	id=g:6725596
Gle Keumuron	id=g:6725597
Gle Batee Pohit	id=g:6725598
Gle Abu Terokeh	id=g:6725599
Cot Bale Meurah	id=g:6725600
Alue Babah Pandan	id=g:6725601
Krueng Rambang Ciciam	id=g:6725602
Alue Tho	id=g:6725603
Gle Meuh	id=g:6725604
Alue Lhoong	id=g:6725605
Gle Puntong	id=g:6725606
Kuta Cotpudeng	id=g:6725607
Gle Dua	id=g:6725608
Alue Teungku Lamcui	id=g:6725609
Alue Glompang Ruyok	id=g:6725610
Krueng Keumureu	id=g:6725611
Goh Rimba Sibaloh	id=g:6725612
Goh Lueng Angen	id=g:6725613
Alue Taleue Paku	id=g:6725614
Cot Taleue Paku	id=g:6725615
Cot Blangmeh	id=g:6725616
M. Teungku Keumureu	id=g:6725617
Krueng Taleue	id=g:6725618
Cot Pomo	id=g:6725619
Cot Teueng	id=g:6725620
Blang Ateuk	id=g:6725621
Lam Apeng	id=g:6725622
Blang Tingkeum	id=g:6725623
Rueng Jeureulak	id=g:6725624
Gle Sigeudo	id=g:6725625
Alue Glong	id=g:6725626
Alue Peureulak	id=g:6725627
Seuneungoh Paleh	id=g:6725628
Rimba Seurapeueng	id=g:6725629
M. Teungku Cotmadi	id=g:6725630
Sampun	id=g:6725661
Semura	id=g:6725662
Siberteng	id=g:6725663
Sinaman	id=g:6725664
Gundaling Dua	id=g:6725665
Gundaling Satu	id=g:6725666
Rumanis Satu	id=g:6725667
Sumbul Dua	id=g:6725668
Tambaklau Mulgap Dua	id=g:6725669
Tambaklau Mulgap Satu	id=g:6725670
Ajijahe	id=g:6725671
Ajinembah	id=g:6725672
Berhala	id=g:6725673
Lau Kitisiganyang	id=g:6725674
Lau Muntira	id=g:6725675
Bah Pulung	id=g:6725676
Sukadamai	id=g:6725677
Sukanalo	id=g:6725678
Tanjung Payung	id=g:6725679
Deleng Barus	id=g:6725680
Bertah	id=g:6725681
Buntu	id=g:6725682
Buntu	id=g:6725683
Dokan	id=g:6725684
Gunung Paribuan	id=g:6725685
Gunung Seribu	id=g:6725686
Hutasaing	id=g:6725687
Liang Muda	id=g:6725688
Mariah Dolok	id=g:6725689
Melas	id=g:6725690
Paribuan	id=g:6725691
Rumah Rih	id=g:6725692
Serdang	id=g:6725693
Sipinggan	id=g:6725694
Sugihan	id=g:6725695
Deleng Takur-takur	id=g:6725696
Tambak Bawang	id=g:6725697
Rajaberneh	id=g:6725698
Daulu Dua	id=g:6725699
Daulu Satu	id=g:6725700
Siginja	id=g:6725701
Sikucapidekah	id=g:6725702
Peceren	id=g:6725703
Tanjungbayu	id=g:6725704
Merjanjibatu	id=g:6725705
Rumanis Dua	id=g:6725706
Sumbul Satu	id=g:6725707
Perjalangan	id=g:6725708
Sarangganjang	id=g:6725709
Ujungbandar	id=g:6725710
Balapuyung	id=g:6725711
Jandimatogap	id=g:6725712
Kotaraja Dua	id=g:6725713
Kutabayu	id=g:6725714
Tanjungmarehan	id=g:6725715
Ajibelang	id=g:6725716
Ajibuhara	id=g:6725717
Ajijulu	id=g:6725718
Lau Asam	id=g:6725719
Bah Bah Buntu	id=g:6725720
Barubai	id=g:6725721
Dolok Barubai	id=g:6725722
Bintang Meriah	id=g:6725723
Sei Blangan	id=g:6725724
Lau Bosarnat	id=g:6725725
Bah Buangan	id=g:6725726
Bukit	id=g:6725727
Bukum	id=g:6725728
Bulanjaha	id=g:6725729
Bulanjulu	id=g:6725730
Buluhnipis	id=g:6725731
Bunubaru	id=g:6725732
Bunuraya	id=g:6725733
Cingkam	id=g:6725734
Cingkes	id=g:6725735
Deleng Cingkes	id=g:6725736
Sei Dasbissa	id=g:6725737
Dolat Rakyat	id=g:6725738
Dolokmaraja	id=g:6725739
Dolokmariah	id=g:6725740
Durian Tinggung	id=g:6725741
Fanjungbampu	id=g:6725742
Sei Gegea	id=g:6725743
Deleng Gungbampit	id=g:6725744
Gunung Manumpak B	id=g:6725745
Gunung Menumpak-A	id=g:6725746
Gunung Paribuan Pasar	id=g:6725747
Gunung Seribu Pasar	id=g:6725748
Gunung Sinanbah	id=g:6725749
Gurisen	id=g:6725750
Lau Jabi	id=g:6725751
Janji Seribu	id=g:6725752
Jaranguda	id=g:6725753
Jumapadang	id=g:6725754
Kaban	id=g:6725755
Kabung	id=g:6725756
Lau Kalibjubang	id=g:6725757
Dolok Kalinjohang	id=g:6725758
Katepul	id=g:6725759
Ketaren	id=g:6725760
Deleng Ketaruman	id=g:6725761
Lau Kran	id=g:6725762
Bah Kuayan	id=g:6725763
Kubucolie	id=g:6725764
Lau Kurgh	id=g:6725765
Kutabalai	id=g:6725766
Kutabayu	id=g:6725767
Kutajulu	id=g:6725768
Kutakepar	id=g:6725769
Kutambacam	id=g:6725770
Kuta Tengah	id=g:6725771
Langumba	id=g:6725772
Laugendeg	id=g:6725773
Liang Pematang	id=g:6725774
Manggaraja	id=g:6725775
Marjandi Sonang	id=g:6725776
Marjandi Sordang	id=g:6725777
Marjandi Tongah	id=g:6725778
Marjand Penapang	id=g:6725779
Lau Mersih	id=g:6725780
Mulawari	id=g:6725781
Mulia Rakyat	id=g:6725782
Nageri Gugung	id=g:6725783
Nageri Suah	id=g:6725784
Namo Cengke	id=g:6725785
Pagar Dolok	id=g:6725786
Bah Palu	id=g:6725787
Dolok Pamujan	id=g:6725788
Parasmian	id=g:6725789
Paribuanjahean	id=g:6725790
Dolok Parira	id=g:6725791
Gunung Pauladadap	id=g:6725792
Pekan Gunung Meriah	id=g:6725793
Pemanangan	id=g:6725794
Pematang Dolok Silou	id=g:6725795
Penampen	id=g:6725796
Raya	id=g:6725797
Regaji	id=g:6725798
Rumah Berastagi	id=g:6725799
Rumah Rin	id=g:6725800
Samainan Nagadang	id=g:6725801
Sarangganjang	id=g:6725802
Saranpandang	id=g:6725803
Lau Satuwai	id=g:6725804
Seberaya	id=g:6725805
Semangat	id=g:6725806
Semangatgunung	id=g:6725807
Deleng Sempulenangin	id=g:6725808
Deleng Serdang	id=g:6725809
Lau Serembakdua	id=g:6725811
Seribujanji	id=g:6725812
Dolok Sianak-anak	id=g:6725813
Gunung Sibayak	id=g:6725814
Sibunga-Bunga-Hilir	id=g:6725815
Sei Siensin-ensin	id=g:6725816
Silangge-langge	id=g:6725817
Deleng Simacik	id=g:6725818
Simeluk	id=g:6725819
Simempar	id=g:6725820
Simompar	id=g:6725821
Sinarbaru	id=g:6725822
Lau Singkam	id=g:6725823
Deleng Singkui	id=g:6725824
Dolok Sintarge	id=g:6725825
Gunung Sipinggan	id=g:6725826
Bah Situri-turi	id=g:6725827
Suka	id=g:6725828
Sukajulu	id=g:6725829
Sukamandi	id=g:6725830
Talimbaru	id=g:6725831
Tanggabatu	id=g:6725832
Tangkidik	id=g:6725833
Lau Tanibuklung	id=g:6725834
Tanjung	id=g:6725835
Tanjungbarus	id=g:6725836
Tanjungbarus	id=g:6725837
Tanjung Muda	id=g:6725838
Tanjung Purba	id=g:6725839
Tanjung Raya	id=g:6725840
Tanjung Timui	id=g:6725841
Tigajumpa	id=g:6725842
Tongkoh	id=g:6725843
Ujungbalai	id=g:6725844
Ujung Bandar	id=g:6725845
Ujung Bawang	id=g:6725846
Ujungeji	id=g:6725847
Ujung Meriah	id=g:6725848
Ujung Sampun	id=g:6725849
Sibatubatu	id=g:6725850
Besulah	id=g:6725851
Sebakah	id=g:6725852
Rumahberek	id=g:6725853
Batuperlandaan	id=g:6725854
Deleng Liang	id=g:6725855
Liangggugung	id=g:6725856
Parsibahulan	id=g:6725857
Langitsinembah	id=g:6725858
Rumahbapupematong	id=g:6725859
Nagabosi	id=g:6725860
Urukdolok	id=g:6725861
Gunungmerlawan	id=g:6725862
Uruktongah	id=g:6725863
Bandarsenembah	id=g:6725864
Namaudurung	id=g:6725865
Namaubingkawang	id=g:6725866
Duriansiampaibelang	id=g:6725867
Tiungtjang	id=g:6725868
Kotaraja	id=g:6725869
Rajakinayam	id=g:6725870
Pararipan	id=g:6725871
Uruknagodang	id=g:6725872
Bahtopu	id=g:6725873
Batupalit	id=g:6725874
Deleng Songsong	id=g:6725875
Simarbakkuang	id=g:6725876
Perhutangah	id=g:6725877
Pagarrih	id=g:6725878
Barusjahe	id=g:6725879
Basam	id=g:6725880
Bawang	id=g:6725881
Barusjulu	id=g:6725882
Batupinuh	id=g:6725883
Bukoan	id=g:6725884
Empi Lawas	id=g:6725885
Perkebunan Simpang Toba	id=g:6725886
Perkebunan Sei-piring	id=g:6725887
Sibayak	id=g:6725888
Naga Bolon	id=g:6725889
Sungai Belimbing	id=g:6725890
Aek Nokal	id=g:6725891
Kampung Kulbi	id=g:6725892
Pardomuan	id=g:6725893
Kampung Perlapaan	id=g:6725894
Bulu Duri	id=g:6725895
Kampung Kura-kura	id=g:6725896
Padang Mahondang	id=g:6725897
Ota	id=g:6725898
Damaran	id=g:6725899
Pondok Sei Piring	id=g:6725900
Sei Piring	id=g:6725901
Rauning Satu	id=g:6725902
Simpang Empat	id=g:6725903
Kampung Titiputih	id=g:6725904
Perkebunan Gunung Melayu	id=g:6725905
Pondok Tambakan	id=g:6725906
Pondok Kebun Lima	id=g:6725907
Perkebunan Gunung Kelasih	id=g:6725908
Pondok Gunung Kelasih	id=g:6725909
Pondok Seng	id=g:6725910
Rauning Tiga	id=g:6725911
Rauning Dua	id=g:6725912
Pulau Raja Tua	id=g:6725913
Pulau Rakyat Pekan	id=g:6725914
Kebon Sayur	id=g:6725915
Afdeling Empat	id=g:6725916
Kampung Persatuan	id=g:6725917
Manurung	id=g:6725918
Kampung Bangun	id=g:6725919
Afdeling Lima	id=g:6725920
Afdeling Empat Pondok Kidul	id=g:6725921
Perkebunan Pulu Raja	id=g:6725922
Tunggul Empat Puluh Lima	id=g:6725923
Kampung Pondok Batu	id=g:6725924
Desa Manis	id=g:6725925
Kebon Bambu	id=g:6725926
Penggantian	id=g:6725927
Pondok Paja Rante	id=g:6725928
Kampung Sembat	id=g:6725929
Gunung Melayu Pondok	id=g:6725930
Simaibu	id=g:6725931
Kampung Wetan	id=g:6725932
Bandar Situhuk	id=g:6725933
Kewasan	id=g:6725934
Gunung Sari	id=g:6725935
Afdeling Lima	id=g:6725936
Negara Lama	id=g:6725937
Kampung Barurejo	id=g:6725938
Afdeling Dua	id=g:6725939
Pondok Dua Belas	id=g:6725940
Dulang Mauli	id=g:6725941
Pondok Aek Loba	id=g:6725942
Kampung Bangun Tempel	id=g:6725943
Puduk	id=g:6725944
Kilang Pepan	id=g:6725945
Lorong Melati	id=g:6725946
Alang Bombon	id=g:6725947
Peladangan	id=g:6725948
Aek Loba Afdeling Satu	id=g:6725949
Aek Loba	id=g:6725950
Aek Toba Pakan	id=g:6725951
Pondok Emplasemen	id=g:6725952
Kampung Lobujiur	id=g:6725953
Negara Baru	id=g:6725954
Perkebunan Negaga	id=g:6725955
Perkebunan Bandar Pulau	id=g:6725956
Afdeling	id=g:6725957
Air Ssangsangan	id=g:6725958
Pondok Bandar Pulau Afdeling Satu	id=g:6725959
Pondok Istal	id=g:6725960
Pondok Tiga Belas	id=g:6725961
Pondok Sepuluh	id=g:6725962
Air Bamban Atas	id=g:6725963
Pondok Seng	id=g:6725964
Perkebunan Aek Nabuntu	id=g:6725965
Batu Ampat	id=g:6725966
Afdeling Lima	id=g:6725967
Perkebunan Aek Loba Timur	id=g:6725968
Bargot	id=g:6725969
Bargot Kiri	id=g:6725970
Padang Rambutan	id=g:6725971
Bargot Kanan	id=g:6725972
Suka Makmur	id=g:6725973
Pondok Aek Loba Timur	id=g:6725974
Pondok Lima	id=g:6725975
Panjang Baru	id=g:6725976
Aek Ledong	id=g:6725977
Perkebunan Aek Loba	id=g:6725978
Singon Sari	id=g:6725979
Aek Nabuntu	id=g:6725980
Air Bamban Lebong	id=g:6725981
Kampung Air Singkam	id=g:6725982
Parhutaan	id=g:6725983
Situnjak	id=g:6725984
Kampung Sipirok	id=g:6725985
Aek Korsik	id=g:6725986
Kampung Gajah	id=g:6725987
Tanjung Rejo	id=g:6725988
Kilang Melati	id=g:6725989
Kilang Untung	id=g:6725990
Sukarame	id=g:6725991
Suka Sari	id=g:6725992
Kampung Tempei	id=g:6725993
Sukarame	id=g:6725994
Rantau Betul	id=g:6725995
Ledong Barat	id=g:6725996
Padang Gala-gala	id=g:6725997
Slkopi-kopi	id=g:6725998
Aek Range	id=g:6725999
Afdeling Dua	id=g:6726000
Pondok Afdeling Tiga	id=g:6726001
Afdeling Empat	id=g:6726002
Perkebunan Londut	id=g:6726003
Kampung Serdang	id=g:6726004
Emplaseman	id=g:6726005
Pondok Londut Afdeling Satu	id=g:6726006
Hutabaru	id=g:6726007
Kampung Banyuwangi	id=g:6726008
Pondok Afdeling Dua	id=g:6726009
Tarutung	id=g:6726010
Kanopan Ulu	id=g:6726011
Wono Sari	id=g:6726012
Aek Kanopan	id=g:6726013
Sukarendah	id=g:6726014
Borotan Lama	id=g:6726015
Borotan Baru	id=g:6726016
Kampung Sukarame	id=g:6726017
Jambur Damuli	id=g:6726018
Lalang Bunder	id=g:6726019
Permanakan	id=g:6726020
Blok Delapan Puluh	id=g:6726021
Afdeling Pondok Sepuluh	id=g:6726022
Perkebunan Membang Muda	id=g:6726023
Emplasemen	id=g:6726024
Afdeling Dua	id=g:6726025
Pondok Gledek	id=g:6726026
Pondok Beringin	id=g:6726027
Pinggir Jati	id=g:6726028
Perkebunan Kanopan Ulu	id=g:6726029
Karang Sari	id=g:6726030
Batuanam	id=g:6726031
Tapiannauli	id=g:6726032
Sukajadi	id=g:6726033
Kampung Jawa	id=g:6726034
Kampung Baru	id=g:6726035
Pulodogom	id=g:6726036
Dolok Nagodang	id=g:6726037
Pasir Bidang	id=g:6726038
Bandar Lama Hulu	id=g:6726039
Buluduri	id=g:6726040
Padang Lais	id=g:6726041
Kampung Tengah	id=g:6726042
Bandar Lama Hili	id=g:6726043
Kampung Toba	id=g:6726044
Perpaudangan	id=g:6726045
Sirongit-rongit	id=g:6726046
Afdeling Satu	id=g:6726047
Komplek Afdeling Satu	id=g:6726048
Pondok Pitung	id=g:6726049
Labuhan Haji	id=g:6726050
Perkebunan Labuhan Haji	id=g:6726051
Afdeling Dua	id=g:6726052
Tanjung Sari Satu	id=g:6726053
Kampung Berabe	id=g:6726054
Kampung Banjar	id=g:6726055
Kampung Blok Seratus	id=g:6726056
Pangasean	id=g:6726057
Gunting Saga Atas	id=g:6726058
Gunting Saga Bawah	id=g:6726059
Panjang Bidang	id=g:6726060
Siduadua	id=g:6726061
Bandar Lama	id=g:6726062
Galugur	id=g:6726063
Kuala Beringin	id=g:6726064
Perlabian	id=g:6726065
Dolok Bartong	id=g:6726066
Kampung Durian	id=g:6726067
Kampung Tempel	id=g:6726068
Simpang Lubuk Tiko	id=g:6726069
Rantau Bangun	id=g:6726070
Sukamulia	id=g:6726071
Kampung Seberang	id=g:6726072
Kampung Tengah	id=g:6726073
Kampung Jawa	id=g:6726074
Panombangan	id=g:6726075
Pulouraja	id=g:6726076
Tanjung Sari Dua	id=g:6726077
Sungai Kali Jati	id=g:6726078
Aek Kuasan	id=g:6726079
Aek Nagaga	id=g:6726080
Sungai Aek Loba	id=g:6726081
Aek Saliksing	id=g:6726082
Aek Ledong	id=g:6726083
Aek Kanopan	id=g:6726084
Sungai Mampang	id=g:6726085
Aek Tembus	id=g:6726086
Aek Harimau	id=g:6726087
Aek Bening	id=g:6726088
Aek Sakur	id=g:6726089
Butar	id=g:6726090
Air Tarum	id=g:6726091
Air Kesungan	id=g:6726092
Kampung Bopet	id=g:6726093
Aek Serdang	id=g:6726094
Aek Batu-baru	id=g:6726095
Aek Nauh	id=g:6726096
Kabupaten Tapanuli Utara	id=g:6726149
Aekmas Satu	id=g:6726150
Aekmas Dua	id=g:6726151
Pariksabungan	id=g:6726157
Lumban Julu Pohan	id=g:6726158
Simpang Sigambo-gambo	id=g:6726159
Sampuraga	id=g:6726160
Simarompu-ompu	id=g:6726161
Lobusiregar	id=g:6726162
Parsuratan	id=g:6726163
Lumbansingkam	id=g:6726164
Lumbansaut	id=g:6726165
Pearaja	id=g:6726166
Tusam	id=g:6726167
Aek Bontar	id=g:6726168
Aek Simoimok	id=g:6726169
Hutabulu	id=g:6726170
Dolok Sitinjak	id=g:6726171
Pangumpatan	id=g:6726172
Paraarruneen	id=g:6726173
Lintong Nihuta	id=g:6726174
Urat Nihuta	id=g:6726175
Paraliman	id=g:6726176
Sibuntuon	id=g:6726177
Silimabahal Lumbanhariara	id=g:6726178
Simarpinggan	id=g:6726179
Singuak	id=g:6726180
Silimabahaltoruan	id=g:6726181
Gontong	id=g:6726182
Parlombuan	id=g:6726183
Parrongitan	id=g:6726184
Sihujur	id=g:6726185
Aek Sibaruan	id=g:6726186
Parsabisabian	id=g:6726187
Hutagurgur	id=g:6726188
Ambarhoda	id=g:6726189
Ambarhoda	id=g:6726190
Aek Nalas	id=g:6726191
Dolok Ihurgajah	id=g:6726192
Aek Sieunggape	id=g:6726193
Sosortambinsu	id=g:6726194
Hutanamora	id=g:6726195
Lobuhole	id=g:6726196
Dolok Jorbing	id=g:6726197
Simataniari	id=g:6726198
Sangkaedolok	id=g:6726199
Sangkae Toruan	id=g:6726200
Purbasinomba	id=g:6726201
Aek Sigaung	id=g:6726202
Buitnangge	id=g:6726203
Simarhumbang	id=g:6726204
Lumbanlobu	id=g:6726205
Aek Simanuruk	id=g:6726206
Hutaginjang	id=g:6726207
Lumbanrang	id=g:6726208
Lumban Jabi-jabi	id=g:6726209
Lumbanrihit	id=g:6726210
Onanrunggu	id=g:6726211
Sosor Panigora	id=g:6726212
Sibongis	id=g:6726213
Rautbosi	id=g:6726214
Aripinagar	id=g:6726215
Sosor Jambatan	id=g:6726216
Gonting Tolang	id=g:6726217
Lumbanholbung	id=g:6726218
Sambungannihuta	id=g:6726219
Ambarsalikat	id=g:6726220
Dolok Gukbuk	id=g:6726221
Rias	id=g:6726222
Gukguk	id=g:6726223
Danoganjang	id=g:6726224
Siranggiting	id=g:6726225
Lumban Tanjung	id=g:6726226
Siabalabal	id=g:6726227
Lumbanholbung	id=g:6726228
Sangkarnihuta	id=g:6726229
Simangunsong	id=g:6726230
Simarunung-unung	id=g:6726231
Lumbanjulu	id=g:6726232
Lumbanpinasa	id=g:6726233
Lobutolong	id=g:6726234
Ambar Mardugu	id=g:6726235
Sihulambu	id=g:6726236
Sitapongan	id=g:6726237
Pealinta	id=g:6726238
Sidagal	id=g:6726239
Gontingpage	id=g:6726240
Anturmangan	id=g:6726241
Dolok Sitarindak	id=g:6726242
Sosor Tarindak	id=g:6726243
Sibudiljae	id=g:6726244
Naga Saribu	id=g:6726245
Janji Raja	id=g:6726246
Parlombuan	id=g:6726247
Dolok Pardahanan	id=g:6726248
Dolok Siborotan	id=g:6726249
Tapiannauli	id=g:6726250
Dolok Paung	id=g:6726251
Lumbanbargot	id=g:6726252
Dolok Saur	id=g:6726253
Siate-ate	id=g:6726254
Dolok Nagodang	id=g:6726255
Sigala-gala	id=g:6726256
Aek Siboruan	id=g:6726257
Adian Padang	id=g:6726258
Lobunalas	id=g:6726259
Siparendean	id=g:6726260
Sosor Liang	id=g:6726261
Sosorsiamporik	id=g:6726262
Hutamamungka	id=g:6726263
Purbatua	id=g:6726264
Dolok Siarsamarsam	id=g:6726265
Simarhompa	id=g:6726266
Dolok Batugaroga	id=g:6726267
Biru	id=g:6726268
Panjaitan	id=g:6726269
Aek Nalas	id=g:6726270
Aek Lansmok	id=g:6726271
Sibingke	id=g:6726272
Aek Buju	id=g:6726273
Pagarandolok	id=g:6726274
Rinangolngolan	id=g:6726275
Harianja	id=g:6726276
Gonting	id=g:6726277
Dolok Nabota	id=g:6726278
Dolok Manggipul	id=g:6726279
Dolok Nagarilangit	id=g:6726280
Dolok Siuntehau	id=g:6726281
Adian Baturang	id=g:6726282
Bonandolok	id=g:6726283
Dolok Batuloting	id=g:6726284
Sialogo	id=g:6726285
Dolok Sialogo	id=g:6726286
Lobusonak	id=g:6726287
Dolok Gorat	id=g:6726288
Simaninggji	id=g:6726289
Najumambe	id=g:6726290
Dolok Matutung	id=g:6726291
Tanggahambing	id=g:6726292
Sihasehase	id=g:6726293
Lumban Sormin	id=g:6726294
Hutatambunan	id=g:6726295
Hariangja	id=g:6726296
Parsibarungan	id=g:6726297
Lumbanjulu	id=g:6726298
Aek Bulusiamun	id=g:6726299
Janjimaria	id=g:6726300
Hutanapa	id=g:6726301
Aek Bila	id=g:6726302
Aek Sibatuloting	id=g:6726303
Dolok Tanjung	id=g:6726304
Dolok Monangmarjuji	id=g:6726305
Dolok Sigordang	id=g:6726306
Purbatua	id=g:6726307
Banjarbariba	id=g:6726308
Gadongtoruan	id=g:6726309
Sibaganding	id=g:6726310
Aek Tanjung	id=g:6726311
Batuhapur	id=g:6726312
Sukarame	id=g:6726313
Pasar Baru	id=g:6726314
Simpang Sibaganding	id=g:6726315
Padang Siandomang	id=g:6726316
Aek Tangge	id=g:6726317
Sibudil	id=g:6726318
Lumban Tarutung	id=g:6726319
Dolok Rbangab	id=g:6726320
Tanggabosi	id=g:6726334
Meat Satu	id=g:6726335
Lumbanhisik	id=g:6726336
Sitaluama Dua	id=g:6726337
Sitaluama Satu	id=g:6726338
Sianipar Dua	id=g:6726339
Sianipar Satu	id=g:6726340
Sitorang Dua	id=g:6726341
Sitorang Tiga	id=g:6726342
Sitorang Empat	id=g:6726343
Sitorang Lima	id=g:6726344
Sitorang Enam	id=g:6726345
Napitupulu Dua	id=g:6726346
Napitupulu Satu	id=g:6726347
Umbur	id=g:6726348
Panamean	id=g:6726349
Tapianbagasan	id=g:6726350
Lima	id=g:6726351
Lumbanbutarburar Dua	id=g:6726352
Hunagonting	id=g:6726353
Lumbanparsahatan	id=g:6726354
Pasaribu	id=g:6726355
Lumbabi	id=g:6726356
Hutabagasan	id=g:6726357
Saitnihuta Empat	id=g:6726358
Pardede	id=g:6726359
Bagasan Dua	id=g:6726360
Marpaung Dua	id=g:6726361
Lumbanginjang	id=g:6726362
Sosorrobean	id=g:6726363
Sosorsaba Empat	id=g:6726364
Lumbansimangambit	id=g:6726365
Sibuntuonbagasan	id=g:6726366
Lumbansinaga Tiga	id=g:6726367
Lumbantoba	id=g:6726368
Saitnihuta Tiga	id=g:6726369
Lumbanaruan	id=g:6726370
Lumbantongatonga	id=g:6726371
Lumbanjior Dua	id=g:6726372
Lumbanjulu	id=g:6726373
Sosorsipallat	id=g:6726374
Lumbanbinanga Empat	id=g:6726375
Upahoda	id=g:6726376
Panjaitan	id=g:6726377
Hutahaean Satu	id=g:6726378
Lumbanrangaribuan	id=g:6726379
Ujungtanduk	id=g:6726380
Parsopoan	id=g:6726381
Tambonmarbona	id=g:6726382
Lumbansibuea	id=g:6726383
Banjarganjang Dua	id=g:6726384
Natumpol	id=g:6726385
Hutaginjang	id=g:6726386
Natolutolt Dua	id=g:6726387
Palip	id=g:6726388
Lumbanpinasa	id=g:6726389
Parsambilan	id=g:6726390
Lumbanlange	id=g:6726391
Balingga	id=g:6726392
Simarbdloluk Dua	id=g:6726393
Tarabunga	id=g:6726394
Lumbanbinanga	id=g:6726395
Siambatdalun	id=g:6726396
Lumban Pulo-pulo	id=g:6726397
Hinalang Bagasan	id=g:6726398
Sukaranme	id=g:6726399
Longat	id=g:6726400
Tampahan	id=g:6726401
Pagar Batu Silalahi	id=g:6726402
Dolok Sipalihutu	id=g:6726403
Dolok Tolong	id=g:6726404
Gurgur	id=g:6726405
Sibodiala	id=g:6726406
Siabalabal	id=g:6726407
Aekraja	id=g:6726408
Gumbot	id=g:6726409
Tanggabatu Barat	id=g:6726410
Tanggabatu Timur	id=g:6726411
Sipintu-pintu	id=g:6726412
Parikasbungan	id=g:6726413
Pintubosi	id=g:6726414
Sampuara	id=g:6726415
Hutabagasan	id=g:6726416
Sosor Bahal	id=g:6726417
Dolok Marsanggul	id=g:6726418
Lumban Pardosi	id=g:6726419
Parik	id=g:6726420
Sosorgonting	id=g:6726421
Togaholbung	id=g:6726422
Dolok Sibaulangit	id=g:6726423
Dolok Pamantoman	id=g:6726424
Dolok Pagordang	id=g:6726425
Sosordolok	id=g:6726426
Peadomdom	id=g:6726427
Dolok Saribu	id=g:6726428
Sibuntuon Dolok	id=g:6726429
Maromtimur	id=g:6726430
Lumban Tonga-tonga	id=g:6726431
Huta Bolon	id=g:6726432
Pardomean Sigaol	id=g:6726433
Aek Mual	id=g:6726434
Haslbuan	id=g:6726435
Siganjang-ganjang	id=g:6726436
Marombarat	id=g:6726437
Maromtengah	id=g:6726438
Slbuntuontoruan	id=g:6726439
Lumban Silintong	id=g:6726440
Hauma Bange	id=g:6726441
Lumban Bul-bul	id=g:6726442
Lumban Gaol	id=g:6726443
Janjimaria	id=g:6726444
Sibolahotang	id=g:6726445
Tampu Bolon	id=g:6726446
Soposurung	id=g:6726447
Pardedeonan	id=g:6726448
Sangkarnibuta	id=g:6726449
Sianipar	id=g:6726450
Huta Bulu Mejan	id=g:6726451
Parsuratan	id=g:6726452
Onanraja	id=g:6726453
Lumbangorat	id=g:6726454
Sihail-hail	id=g:6726455
Pamdoan	id=g:6726456
Sibuntuon	id=g:6726457
Sosor Dolok	id=g:6726458
Sampuran	id=g:6726459
Aekbolon	id=g:6726460
Tarutung	id=g:6726461
Siboruon	id=g:6726462
Peatalun	id=g:6726463
Rinabongot	id=g:6726464
Batunabolon	id=g:6726465
Sihatau Dohan	id=g:6726466
Pokki	id=g:6726467
Lumban Sirait	id=g:6726468
Lumban Lobupartaiuan	id=g:6726469
Tanoliat	id=g:6726470
Silamosik	id=g:6726471
Bandartabu	id=g:6726472
Lumban Sitorus	id=g:6726473
Nalela	id=g:6726474
Rianiate	id=g:6726475
Rautbosi	id=g:6726476
Simpang Patane	id=g:6726477
Dolok Saribu	id=g:6726478
Lumban Nabolon	id=g:6726479
Doloknauli	id=g:6726480
Dolok Nangodang	id=g:6726481
Lumban Nabolon	id=g:6726482
Sisiaksiak	id=g:6726483
Lumbanpalia	id=g:6726484
Lumban Lintong	id=g:6726485
Sirait	id=g:6726486
Narumontak	id=g:6726487
Sosor Holtok Nihuta	id=g:6726488
Lumban Nabolonbagasan	id=g:6726489
Uruk	id=g:6726490
Janjimatogupartoruan	id=g:6726491
Partor Janji Matogu	id=g:6726492
Hutagurgur	id=g:6726493
Lumban Binanga	id=g:6726494
Sibaganding	id=g:6726495
Lumban Holbung	id=g:6726496
Sosorsaba	id=g:6726497
Haunauli	id=g:6726498
Lumban Manurung	id=g:6726499
Ulubius	id=g:6726500
Pasipik	id=g:6726501
Hutabagasan	id=g:6726502
Janjimatoguparbagasan	id=g:6726503
Janji Matogu	id=g:6726504
Lumbansinaga	id=g:6726505
Lumban Natinggir	id=g:6726506
Lumban Samosir	id=g:6726507
Rautbosi	id=g:6726508
Simatupang	id=g:6726509
Gasaribu	id=g:6726510
Soma Hirhir	id=g:6726511
Pardinggaran	id=g:6726512
Lumban Binanga	id=g:6726513
Hitodalan	id=g:6726514
Siarungarung	id=g:6726515
Partukoan Dolok	id=g:6726516
Lumban Siaogur	id=g:6726517
Lumban Ria-ria	id=g:6726518
