Du Bois-Jefferson County Airport	id=g:5187437
Frye Cemetery	id=g:5190636
Frye Cemetery	id=g:5190637
Frying Pan Gap Trail	id=g:5190638
Frying Pan Hollow	id=g:5190639
Fryburg	id=g:5190640
Frying Pan Run	id=g:5190641
Fryingpan Gap	id=g:5190642
Frymoyer Ridge	id=g:5190643
Fryor Run	id=g:5190644
Frymoyer Airport	id=g:5190645
Frysville	id=g:5190646
Frytown	id=g:5190647
Fuellhart Island	id=g:5190648
Fuellhart Run	id=g:5190649
Frystown	id=g:5190650
Fulkerson School	id=g:5190651
Full Mill Hill	id=g:5190652
Full Mission	id=g:5190653
Fuller	id=g:5190654
Fuller	id=g:5190655
Fuller Brook	id=g:5190656
Fuhrmans School	id=g:5190657
Fuller Hollow	id=g:5190658
Fuller Lake	id=g:5190659
Fuller Run	id=g:5190660
Fullers Lake	id=g:5190661
Fullerton	id=g:5190662
Fullerton Legion Field	id=g:5190663
Fulles Lake Dam	id=g:5190664
Fulmer Falls	id=g:5190665
Fulmor Station	id=g:5190666
Fulton	id=g:5190667
Fulton Cemetery	id=g:5190668
Fulton County	id=g:5190669
Fulton Elementary School	id=g:5190670
Fulton Gap	id=g:5190671
Fulton Opera House	id=g:5190672
Fulton Run	id=g:5190673
Fulton Run	id=g:5190674
Fulton School	id=g:5190675
Fulton School	id=g:5190676
Funk Cemetery	id=g:5190677
Funk Run	id=g:5190678
Fullerton	id=g:5190679
Funkville	id=g:5190680
Funston Hollow	id=g:5190681
Funks School	id=g:5190682
Funston Run	id=g:5190683
Furance Corners	id=g:5190684
Furlong Chapel	id=g:5190685
Furlong Post Office (historical)	id=g:5190686
Furnace Chapel	id=g:5190687
Furnace Creek	id=g:5190688
Furlong	id=g:5190689
Furnace Creek	id=g:5190690
Furnace Creek	id=g:5190691
Furnace Creek Dam	id=g:5190692
Furnace Hill	id=g:5190693
Furnace Hill	id=g:5190694
Furnace Hill	id=g:5190695
Furnace Hill	id=g:5190696
Furnace Hills	id=g:5190697
Furnace Hills Camp	id=g:5190698
Furnace Hollow	id=g:5190699
Furnace Run	id=g:5190700
Furnace Run	id=g:5190701
Furnace Hill	id=g:5190702
Furnace Run	id=g:5190703
Furnace Run	id=g:5190704
Furnace Run	id=g:5190705
Furnace Run	id=g:5190706
Furnace Run	id=g:5190707
Furnace Run	id=g:5190708
Furnace Run	id=g:5190709
Furnace Run	id=g:5190710
Furnace Run	id=g:5190711
Furnace Run	id=g:5190712
Furnace Run	id=g:5190713
Furnace School	id=g:5190714
Furnace School (historical)	id=g:5190715
Furnace Trail	id=g:5190716
Fye Camp Trail	id=g:5190717
G Ross Elementary School	id=g:5190718
Gabby Heights	id=g:5190719
Gabel Hill	id=g:5190720
Gabelsville	id=g:5190721
Gackenbachs School	id=g:5190722
Gadsby Cemetery	id=g:5190723
Gaffers Creek	id=g:5190724
Furnace School	id=g:5190725
Gaffney	id=g:5190726
Gaffney Hill	id=g:5190727
Gahagen	id=g:5190728
Gaiblton	id=g:5190729
Gaines	id=g:5190730
Gaines (historical)	id=g:5190731
Gaines Junction	id=g:5190732
Gaines Run	id=g:5190733
Gaffnee Post Office (historical)	id=g:5190734
Gal Run	id=g:5190735
Township of Gaines	id=g:5190736
Galbraith Gap Run	id=g:5190737
Galbraith Gap	id=g:5190738
Gale	id=g:5190739
Galen Hall	id=g:5190740
Galen Hall Golf Course	id=g:5190741
Galena Hill	id=g:5190742
Galeton	id=g:5190743
Galeton Dam	id=g:5190744
Galeton Lake	id=g:5190745
Borough of Galeton	id=g:5190746
Galilee	id=g:5190747
Galilee Pond	id=g:5190748
Galion Bay Dam	id=g:5190749
Galkas Pond	id=g:5190750
Gallager Swamp	id=g:5190751
Gallagher	id=g:5190752
Gallagher Run	id=g:5190753
Galbreath School Number 2	id=g:5190754
Township of Gallagher	id=g:5190755
Gallatin	id=g:5190756
Galley Run	id=g:5190757
Gallagher Run	id=g:5190758
Gallitzin Spring	id=g:5190759
Gallitzin State Forest	id=g:5190760
Borough of Gallitzin	id=g:5190761
Township of Gallitzin	id=g:5190762
Gallo Dam	id=g:5190763
Galloway	id=g:5190764
Galloway Church	id=g:5190765
Gallows Harbor	id=g:5190766
Gallows Hill	id=g:5190767
Gallows Run	id=g:5190768
Gallitzin	id=g:5190769
Gallows Run	id=g:5190770
Galvin Pond	id=g:5190771
Gamble Fork	id=g:5190772
Galvin Pond Dam	id=g:5190773
Gamble Run	id=g:5190774
Gamble Run	id=g:5190775
Gamble Run Trail	id=g:5190776
Gamble School	id=g:5190777
Gamble School	id=g:5190778
Gamble Trail	id=g:5190779
Township of Gamble	id=g:5190780
Gambles	id=g:5190781
Game	id=g:5190782
Game Refuge Trail	id=g:5190783
Game Refuge Trail	id=g:5190784
Ganoga Falls	id=g:5190785
Ganderstep Knob	id=g:5190786
Ganister	id=g:5190787
Ganister Blue Hole	id=g:5190788
Gann Run	id=g:5190789
Gannon College	id=g:5190790
Gannondale Academy	id=g:5190791
Ganoe Cemetery	id=g:5190792
Ganoga Glen	id=g:5190793
Gamble School	id=g:5190794
Gantzs Church	id=g:5190795
Gap Hill	id=g:5190796
Gap Run	id=g:5190797
Ganoga Lake	id=g:5190798
Gap View Airport	id=g:5190799
Gar Run	id=g:5190800
Garard Trail	id=g:5190801
Garbrick Airport	id=g:5190802
Gardeau	id=g:5190803
Garden	id=g:5190804
Garden City	id=g:5190805
Garden Hills	id=g:5190806
Garden Spot Junior Senior High School	id=g:5190807
Garden View	id=g:5190808
Garden View	id=g:5190809
Garden of Memories Cemetery	id=g:5190810
Gardenville	id=g:5190811
Gardenville School (historical)	id=g:5190812
Gardinier Corners	id=g:5190813
Gardner	id=g:5190814
Gardner Creek	id=g:5190815
Gap School	id=g:5190816
Gardner Creek	id=g:5190817
Gardner Creek Dam	id=g:5190818
Gardner Hill	id=g:5190819
Gardner Hill School	id=g:5190820
Gardner School	id=g:5190821
Gardner School	id=g:5190822
Gardner School (historical)	id=g:5190823
Gardner Trail	id=g:5190824
Gardners	id=g:5190825
Gardners Church	id=g:5190826
Gardners Pond	id=g:5190827
Gardners Rocks	id=g:5190828
Garfield	id=g:5190829
Garfield	id=g:5190830
Garfield Junior High School	id=g:5190831
Garfield School	id=g:5190832
Garfield School	id=g:5190833
Garfield School	id=g:5190834
Garfield School	id=g:5190835
Gargol	id=g:5190836
Garland	id=g:5190837
Garlick Mine	id=g:5190838
Garlock Hollow	id=g:5190839
Gardner Creek Reservoir	id=g:5190840
Garman School	id=g:5190841
Garmans Mills	id=g:5190842
Garmantown	id=g:5190843
Garner Run	id=g:5190844
Garman Church	id=g:5190845
Garretson Hollow	id=g:5190846
Garret Knob	id=g:5190847
Garrett Grove School	id=g:5190848
Garrett Hill	id=g:5190849
Garrett Hill	id=g:5190850
Garretts Run	id=g:5190851
Garretts Run	id=g:5190852
Garrett Airport	id=g:5190853
Garvey Melton	id=g:5190854
Garway	id=g:5190855
Gas Center	id=g:5190856
Gas Hollow	id=g:5190857
Garvers Ferry	id=g:5190858
Gas Well Hollow	id=g:5190859
Gas Line Trail	id=g:5190860
Gas Well Hollow	id=g:5190861
Gas Well Hollow	id=g:5190862
Gas Well Hollow	id=g:5190863
Gaskill School	id=g:5190864
Gaskins Run	id=g:5190865
Township of Gaskill	id=g:5190866
Gaston Park	id=g:5190867
Gaston School	id=g:5190868
Gaston School (historical)	id=g:5190869
Gastonville	id=g:5190870
Gastonville Elementary School	id=g:5190871
Gastown	id=g:5190872
Gaswell Trail	id=g:5190873
Gates Hill	id=g:5190874
Gates Hollow	id=g:5190875
Gates Meadow	id=g:5190876
Gates Run	id=g:5190877
Gatesburg	id=g:5190878
Gatesburg Ridge	id=g:5190879
Gateway Center	id=g:5190880
Gateway Center Station	id=g:5190881
Gateway Clipper Fleet Dock	id=g:5190882
Gateway Greens	id=g:5190883
Gateway High School	id=g:5190884
Gateway Junior High School	id=g:5190885
Gateway Plaza	id=g:5190886
Gateway Shopping Center	id=g:5190887
Gateway Upper Elementary School	id=g:5190888
Gathers Run	id=g:5190889
Gauff Hill	id=g:5190890
Gault Hill	id=g:5190891
Gault School	id=g:5190892
Gault School (historical)	id=g:5190893
Gay School	id=g:5190894
Gay Street School	id=g:5190895
Gay Street School	id=g:5190896
Gaylord Creek	id=g:5190897
Gaslight Shopping Center	id=g:5190898
Gayman Elementary School	id=g:5190899
Gaysport	id=g:5190900
Gazzam	id=g:5190901
Gazzam Run	id=g:5190902
Gayly	id=g:5190903
Gearhartville	id=g:5190904
Gebhard Run	id=g:5190905
Gearhart Ridge	id=g:5190906
Geddes Run	id=g:5190907
Gee Hollow	id=g:5190908
Gee Hollow	id=g:5190909
Geesey Park	id=g:5190910
Geeseytown	id=g:5190911
Gehmans Church	id=g:5190912
Gehmans School	id=g:5190913
Gehris Airport	id=g:5190914
Gehrton School (historical)	id=g:5190915
Geibel High School	id=g:5190916
Geiger	id=g:5190917
Geiger Covered Bridge	id=g:5190918
Geiger Station	id=g:5190919
Geigertown	id=g:5190920
Geigertown Station (historical)	id=g:5190921
Geiges Dam	id=g:5190922
Geiles Spring	id=g:5190923
Geisinger Hollow	id=g:5190924
Geers Ferry (historical)	id=g:5190925
Geisler Run	id=g:5190926
Geisinger Hospital	id=g:5190927
Geistown	id=g:5190928
Borough of Geistown	id=g:5190929
Gelatt	id=g:5190930
Gelnett	id=g:5190931
Gelnett School	id=g:5190932
Gelvin School	id=g:5190933
Gene Brown Hollow	id=g:5190934
Geissinger Dam	id=g:5190935
Geneceda Creek	id=g:5190936
General Edgar Jadwin Dam	id=g:5190937
General McLane High School	id=g:5190938
General Warren Village	id=g:5190939
General Wayne Blockhouse	id=g:5190940
General Wayne Junior High School	id=g:5190941
General Wayne Statue	id=g:5190942
Genesee	id=g:5190943
Genesee Forks	id=g:5190944
General Electric Space Center	id=g:5190945
Geneva	id=g:5190946
Geneva College	id=g:5190947
Gensemer Run	id=g:5190948
Township of Genesee	id=g:5190949
Gensimore Run	id=g:5190950
Gentzel School	id=g:5190951
George B Stevenson Dam	id=g:5190952
George B Stevenson Reservoir	id=g:5190953
George Bath Elementary School	id=g:5190954
George Creek	id=g:5190955
Gentzel School (historical)	id=g:5190956
George Field	id=g:5190957
George G Blaisdell Elementary School	id=g:5190958
George H Earle Junior Dam	id=g:5190959
George Hollow	id=g:5190960
George D Steckel Elementary School	id=g:5190961
George Run	id=g:5190962
George School	id=g:5190963
George School	id=g:5190964
George School Station	id=g:5190965
George School Station	id=g:5190966
George W Childs State Park	id=g:5190967
George W Feaser Middle School	id=g:5190968
George W Feaser Middle School	id=g:5190969
George Washington Elementary School	id=g:5190970
George Washington Elementary School	id=g:5190971
George Washington Elementary School	id=g:5190972
George Washington High School	id=g:5190973
George Washington High School	id=g:5190974
George Washington Junior High School	id=g:5190975
George Washington Memorial Park Cemetery	id=g:5190976
George Washington School	id=g:5190977
George Westinghouse High School	id=g:5190978
George and Rand Airport	id=g:5190979
Georges Creek	id=g:5190980
George N Wade Bridge	id=g:5190981
Georges Run	id=g:5190982
Georges Hollow	id=g:5190983
Georges Run	id=g:5190984
Georges Station	id=g:5190985
Georges Valley	id=g:5190986
Georgetown	id=g:5190987
Georgetown	id=g:5190988
Georgetown	id=g:5190989
Georgetown Cemetery	id=g:5190990
Georgetown Island	id=g:5190991
Georgetown of Philadelphia	id=g:5190992
Borough of Georgetown	id=g:5190993
Georgeville	id=g:5190994
Georgeville Cemetery	id=g:5190995
Gerhards	id=g:5190996
Gerhart Dam	id=g:5190997
German Cemetery	id=g:5190998
German Cemetery	id=g:5190999
German Cemetery	id=g:5191000
German Colony	id=g:5191001
German Hill	id=g:5191002
German Hill	id=g:5191003
German Hill Cemetery	id=g:5191004
German Run	id=g:5191005
Georgetown	id=g:5191006
German Run	id=g:5191007
German School (historical)	id=g:5191008
German Settlement	id=g:5191009
German Settlement School (historical)	id=g:5191010
German Valley School (historical)	id=g:5191011
Germania	id=g:5191012
Germania Branch	id=g:5191013
German School (historical)	id=g:5191014
Germania Hill	id=g:5191015
Germania Post Office (historical)	id=g:5191016
Germania Station	id=g:5191017
Germans	id=g:5191018
Germans Corners	id=g:5191019
Germansville	id=g:5191020
Germantown	id=g:5191021
Germantown	id=g:5191022
Germantown	id=g:5191023
Germantown	id=g:5191024
Germantown Academy	id=g:5191025
Germantown Academy	id=g:5191026
Germantown Boys Club	id=g:5191027
Germantown Cricket Club	id=g:5191028
Germantown High School	id=g:5191029
Germantown Hospital	id=g:5191030
Germany	id=g:5191031
Germany Church	id=g:5191032
Germany Ridge	id=g:5191033
Germany Valley	id=g:5191034
Germania Bridge Trail	id=g:5191035
Gerry School (historical)	id=g:5191036
Gertrude B Fox County Park	id=g:5191037
Geryville	id=g:5191038
Gethsemane Cemetery	id=g:5191039
Getters Island	id=g:5191040
Gettis Ridge	id=g:5191041
Getty Heights	id=g:5191042
Getty Run	id=g:5191043
Germany Valley Cemetery	id=g:5191044
Geyser Hollow	id=g:5191045
Geyers United Methodist Church	id=g:5191046
Ghent	id=g:5191047
Ghent Cemetery	id=g:5191048
Ghent Substation	id=g:5191049
Ghost Town in the Glen	id=g:5191050
Gibbons Trail	id=g:5191051
Gibbs Hill	id=g:5191052
Gibbs Trail	id=g:5191053
Gibon School	id=g:5191054
Gibraltar	id=g:5191055
Gibraltar Hill	id=g:5191056
Gibson	id=g:5191057
Gibson	id=g:5191058
Gibson Cemetery	id=g:5191059
Gibson Hill	id=g:5191060
Gibson Hollow	id=g:5191061
Ghennes Heights	id=g:5191062
Gibson Park	id=g:5191063
Gibson Pumping Station	id=g:5191064
Gibson School	id=g:5191065
Gibson School	id=g:5191066
Township of Gibson	id=g:5191067
Township of Gibson	id=g:5191068
Gibsondale	id=g:5191069
Gibsonia	id=g:5191070
Gibsonton	id=g:5191071
Gideon	id=g:5191072
Giebner School (historical)	id=g:5191073
Giffin Airport	id=g:5191074
Gifford	id=g:5191075
Gifford Dam	id=g:5191076
Gifford Hollow	id=g:5191077
Gibson Hollow Spring	id=g:5191078
Gifford Hollow	id=g:5191079
Gifford Pinchot State Park	id=g:5191080
Gifford Run	id=g:5191081
Gifford Run	id=g:5191082
Gilbert	id=g:5191083
Gilbert Corners	id=g:5191084
Gilbert Hollow	id=g:5191085
Gilbert	id=g:5191086
Gilbert Run	id=g:5191087
Gilbert Run	id=g:5191088
Gilbert School	id=g:5191089
Gilberton Coal Company Site Three Wmf Dam	id=g:5191090
Gilberton Plant Station	id=g:5191091
Borough of Gilberton	id=g:5191092
Gilbertsville	id=g:5191093
Gilbertsville Golf Course	id=g:5191094
Gilboa Cemetery	id=g:5191095
Gilboa School	id=g:5191096
Giles and Ransome Airport	id=g:5191097
Giles and Sikorsky Airport	id=g:5191098
Gilfoyle	id=g:5191099
Gilfoyle Run	id=g:5191100
Gilberton	id=g:5191101
Gilgal Church	id=g:5191102
Gilgers Ridge	id=g:5191103
Gilkerson Dam	id=g:5191104
Gilkerson Reservoir	id=g:5191105
Gilkeson	id=g:5191106
Gill Hall	id=g:5191107
Gill Hall Elementary School	id=g:5191108
Gillans Run	id=g:5191109
Gilfoyle Station	id=g:5191110
Gillespie Run	id=g:5191111
Gillespie	id=g:5191112
Gillespies Pond	id=g:5191113
Gillett	id=g:5191114
Gillette	id=g:5191115
Gillhouser Run	id=g:5191116
Gillespie School	id=g:5191117
Gillingham	id=g:5191118
Gillintown	id=g:5191119
Gillintown Mines Station	id=g:5191120
Gillis	id=g:5191121
Gillis Bliss Run	id=g:5191122
Gilliland Cemetery	id=g:5191123
Gillmans Mill	id=g:5191124
Gillon Trail	id=g:5191125
Gilmer School	id=g:5191126
Gilmore	id=g:5191127
Gilmore Cemetery	id=g:5191128
Gilmore Cemetery	id=g:5191129
Gilmore Hollow	id=g:5191130
Gilmore Run	id=g:5191131
Gillis Run	id=g:5191132
Gilmore Run	id=g:5191133
Gilmore School	id=g:5191134
Gilpin	id=g:5191135
Gilpin Elementary School	id=g:5191136
Township of Gilpin	id=g:5191137
Gilson Corners	id=g:5191138
Gilson Ridge	id=g:5191139
Gilson Ridge Cemetery	id=g:5191140
Gilson Ridge Church	id=g:5191141
Gilson Ridge School	id=g:5191142
Gilson Run	id=g:5191143
Gilmore School (historical)	id=g:5191144
Gimberlings Mill	id=g:5191145
Gin Brook	id=g:5191146
Ginalsburg	id=g:5191147
Ginders School	id=g:5191148
Ginger Hill	id=g:5191149
Gingerich Gap	id=g:5191150
Gingko Industrial Park	id=g:5191151
Gingrich Airport	id=g:5191152
Gingrich Church	id=g:5191153
Gingrich Run	id=g:5191154
Ginseng Hollow	id=g:5191155
Gilson School	id=g:5191156
Ginter	id=g:5191157
Ginther	id=g:5191158
Giovannini Dam	id=g:5191159
Gipsy	id=g:5191160
Girard	id=g:5191161
Girard Church	id=g:5191162
Girard Elementary School	id=g:5191163
Girard Junction	id=g:5191164
Girard Manor	id=g:5191165
Borough of Girard	id=g:5191166
Township of Girard	id=g:5191167
Township of Girard	id=g:5191168
Girardville	id=g:5191169
Girardville Elementary School	id=g:5191170
Borough of Girardville	id=g:5191171
Girdland	id=g:5191172
Girl Scout Camp	id=g:5191173
Girty	id=g:5191174
Girtys Notch	id=g:5191175
Girtys Run	id=g:5191176
Ginseng Hollow Trail	id=g:5191177
Glad Run	id=g:5191178
Givler School	id=g:5191179
Gladden	id=g:5191180
Gladden Heights	id=g:5191181
Gladding Cemetery	id=g:5191182
Glade	id=g:5191183
Glade Dam Lake	id=g:5191184
Glade Lake	id=g:5191185
Glade Mill Airport	id=g:5191186
Glade Mills	id=g:5191187
Glade Run	id=g:5191188
Glade Run	id=g:5191189
Glad Tidings of God Church	id=g:5191190
Glade Run	id=g:5191191
Glade Run	id=g:5191192
Glade Run	id=g:5191193
Glade Run	id=g:5191194
Glade Run	id=g:5191195
Glade Run	id=g:5191196
Glade Run	id=g:5191197
Glade Run	id=g:5191198
Glade Run Church	id=g:5191199
Glade Run Lake	id=g:5191200
Glade Run School	id=g:5191201
Township of Glade	id=g:5191202
Gladehurst School	id=g:5191203
Glades	id=g:5191204
Glades Dam	id=g:5191205
Glades Valley	id=g:5191206
Glade Run Dam	id=g:5191207
Gladstone Middle School	id=g:5191208
Gladwyne	id=g:5191209
Gladwyne Elementary School	id=g:5191210
Glanford Station	id=g:5191211
Glanraffan Creek	id=g:5191212
Gladeview School	id=g:5191213
Glasgow	id=g:5191214
Glasgow	id=g:5191215
Glasgow	id=g:5191216
Glasgow Post Office	id=g:5191217
Borough of Glasgow	id=g:5191218
Glasner Run	id=g:5191219
Glanside Station	id=g:5191220
Glass City	id=g:5191221
Glass Creek	id=g:5191222
Glass Cemetery	id=g:5191223
Glass Creek Dam	id=g:5191224
Glass Creek Pond	id=g:5191225
Glass Creek Pond	id=g:5191226
Glass Factory Cemetery	id=g:5191227
Glass Pond Dam Number One	id=g:5191228
Glass Pond Dam Number Three	id=g:5191229
Glass Pond Number One	id=g:5191230
Glass Pond Number Three	id=g:5191231
Glass Pond Number Two	id=g:5191232
Glass Pond Number Two Dam	id=g:5191233
Glass Run	id=g:5191234
Glass Creek Club	id=g:5191235
Glassport	id=g:5191236
Glassport Central Elementary School	id=g:5191237
Borough of Glassport	id=g:5191238
Glatfelter Memorial Field	id=g:5191239
Glaze School	id=g:5191240
Gleason	id=g:5191241
Gleason Hill	id=g:5191242
Gleason Hollow	id=g:5191243
Glassmere	id=g:5191244
Gleason Hollow	id=g:5191245
Gleason Hollow	id=g:5191246
Gleasonton	id=g:5191247
Glen	id=g:5191248
Glen Ashton	id=g:5191249
Glen Ashton Farms	id=g:5191250
Glen Brook	id=g:5191251
Gleeten School	id=g:5191252
Glen Brook Number Four Dam	id=g:5191253
Glen Brook Reservoir	id=g:5191254
Glen Burn Colliery Station	id=g:5191255
Glen Cabin Gap	id=g:5191256
Glen Cabin Trail	id=g:5191257
Glen Campbell	id=g:5191258
Glen Campbell Fire Tower	id=g:5191259
Borough of Glen Campbell	id=g:5191260
Glen Carbon	id=g:5191261
Glen Elna Farm	id=g:5191262
Glen Eyre	id=g:5191263
Glen Gery Dam	id=g:5191264
Glen Hazel	id=g:5191265
Glen Hazel	id=g:5191266
Glen Hope	id=g:5191267
Borough of Glen Hope	id=g:5191268
Glen Iron	id=g:5191269
Glen Junction	id=g:5191270
Glen Leigh	id=g:5191271
Glen Leigh Valley	id=g:5191272
Glen Brook Golf Course	id=g:5191273
Glen Lyon Station	id=g:5191274
Glen Mawr	id=g:5191275
Glen Moore	id=g:5191276
Glen Oak Country Club	id=g:5191277
Glen Onoko	id=g:5191278
Glen Lyon	id=g:5191279
Glen Richey	id=g:5191280
Glen Ridge Club	id=g:5191281
Glen School	id=g:5191282
Glen Summit	id=g:5191283
Glen Summit Post Office (historical)	id=g:5191284
Glen Summit Springs Post Office (historical)	id=g:5191285
Glen Summit Station	id=g:5191286
Glen Union	id=g:5191287
Glen View Park	id=g:5191288
Glen Willow	id=g:5191289
Glen Wood	id=g:5191290
Glenburn	id=g:5191291
Glenburn Dam	id=g:5191292
Glenburn Pond	id=g:5191293
Township of Glenburn	id=g:5191294
Glencairn	id=g:5191295
Glencoe Childrens Village	id=g:5191296
Glendale	id=g:5191297
Glendale	id=g:5191298
Glendale	id=g:5191299
Glendale	id=g:5191300
Glendale (historical)	id=g:5191301
Glendale Cemetery	id=g:5191302
Glendale Dam	id=g:5191303
Glendale Lake	id=g:5191304
Glendenen Run	id=g:5191305
Glen Onoko Station	id=g:5191306
Glendon Church	id=g:5191307
Borough of Glendon	id=g:5191308
Glendower	id=g:5191309
Glenfield	id=g:5191310
Glenfield	id=g:5191311
Borough of Glenfield	id=g:5191312
Glenkirk School	id=g:5191313
Glenlake	id=g:5191314
Glenloch	id=g:5191315
Glenmar Gardens	id=g:5191316
Glenmoore	id=g:5191317
Glenn Acres	id=g:5191318
Glenn Islands	id=g:5191319
Glenn School	id=g:5191320
Glenn School (historical)	id=g:5191321
Glenruadh	id=g:5191322
The Glens	id=g:5191323
Glendon	id=g:5191324
Glenshaw Community Church	id=g:5191325
Glenshaw Valley School	id=g:5191326
Glenside	id=g:5191327
Glenside Elementary School	id=g:5191328
Glenside Mine Station	id=g:5191329
Glenside Park	id=g:5191330
Glenside School	id=g:5191331
Glenside Weldon Junior High School	id=g:5191332
Glenvale	id=g:5191333
Glenwhite Run	id=g:5191334
Glenshaw	id=g:5191335
Glenwood	id=g:5191336
Glenwood	id=g:5191337
Glenwood	id=g:5191338
Glenwood	id=g:5191339
Glenwood Bridge	id=g:5191340
Glenwood Cemetery	id=g:5191341
Glenwood Church	id=g:5191342
Glenwood Church	id=g:5191343
Glenwood Church	id=g:5191344
Glenwood Elementary School	id=g:5191345
Glenwood Lake Dam	id=g:5191346
Glenwood Park	id=g:5191347
Glenwood Park	id=g:5191348
Glenwood Park Zoo	id=g:5191349
Glenwood School	id=g:5191350
Glenwood School	id=g:5191351
Glenwood Shopping Center	id=g:5191352
Glenwood Station	id=g:5191353
Glenworth	id=g:5191354
Globe Mills	id=g:5191355
Globe Mills Cemetery	id=g:5191356
Globe Run	id=g:5191357
Glenwillard	id=g:5191358
Glossbremer Church	id=g:5191359
Glosser View	id=g:5191360
Glover Corners	id=g:5191361
Gluck School (historical)	id=g:5191362
Glyde	id=g:5191363
Glynden	id=g:5191364
Go Helistop	id=g:5191365
Goat Ranch Hill	id=g:5191366
Gobbler Knob	id=g:5191367
Gobblers Knob	id=g:5191368
Gobblers Knob	id=g:5191369
Gobblers Knob	id=g:5191370
Gobblers Knob	id=g:5191371
Gobblers Run	id=g:5191372
Gloria Dei Lutheran Church	id=g:5191373
Godard	id=g:5191374
Godfrey	id=g:5191375
Godfrey Ridge	id=g:5191376
Godfrey School	id=g:5191377
Mount Godfrey	id=g:5191378
Gods Missionary Cemetery	id=g:5191379
Gods Missionary Church	id=g:5191380
Godshalls Airport	id=g:5191381
Goehring	id=g:5191382
Goetz Summit	id=g:5191383
Goffe School	id=g:5191384
Goheenville	id=g:5191385
Golby Run	id=g:5191386
Gochenours School	id=g:5191387
Gold Key Lake	id=g:5191388
Gold Key Lake	id=g:5191389
Gold Mine	id=g:5191390
Gold Mine Run	id=g:5191391
Gold	id=g:5191392
Gold School	id=g:5191393
Gold School	id=g:5191394
Golden Acres Estates	id=g:5191395
Golden Cemetery	id=g:5191396
Golden Eagle Trail	id=g:5191397
Golden Hill	id=g:5191398
Golden Hill	id=g:5191399
Golden Rod Farms	id=g:5191400
Golden Run	id=g:5191401
Gold Mine Speedway	id=g:5191402
Golden Triangle Shopping Center	id=g:5191403
Goldenridge	id=g:5191404
Goldenrod Trail	id=g:5191405
Goldsboro Cemeteries	id=g:5191406
Borough of Goldsboro	id=g:5191407
Golf Farm Golf Course	id=g:5191408
Golf Hill	id=g:5191409
Golf Hollow Golf Course	id=g:5191410
Golfview	id=g:5191411
Golinza	id=g:5191412
Gollub Dam	id=g:5191413
Good	id=g:5191414
Good Hope	id=g:5191415
Good Hope Cemetery	id=g:5191416
Good Hope Mill	id=g:5191417
Good Hope School	id=g:5191418
Good Intent	id=g:5191419
Good Intent School	id=g:5191420
Good School	id=g:5191421
Good School	id=g:5191422
Good Shepherd Cemetery	id=g:5191423
Good Shepherd Church	id=g:5191424
Good Shepherd Church	id=g:5191425
Good Shepherd Episcopal Church	id=g:5191426
Good Shepherd School	id=g:5191427
Good Spring	id=g:5191428
Good Spring Creek	id=g:5191429
Golden Triangle	id=g:5191430
Good Spring Hollow	id=g:5191431
Good Spring Mountain	id=g:5191432
Goodall Hollow	id=g:5191433
Goodall Fire Tower	id=g:5191434
Goodban Run	id=g:5191435
Goodban School	id=g:5191436
Goodman Cemetery	id=g:5191437
Goodman Hollow	id=g:5191438
Goodman	id=g:5191439
Goodnow School	id=g:5191440
Goods Cemetery	id=g:5191441
Goods Church	id=g:5191442
Goods Corner	id=g:5191443
Goods Mennonite Church	id=g:5191444
Goodville	id=g:5191445
Goodville	id=g:5191446
Goodville	id=g:5191447
Goodville Post Office (historical)	id=g:5191448
Goodwill Church	id=g:5191449
Goodwill School	id=g:5191450
Goodwill Town Hall	id=g:5191451
Goodyear	id=g:5191452
Goodyear Cemetery	id=g:5191453
Goose Club Trail	id=g:5191454
Goose Cove	id=g:5191455
Goose Heaven Hill	id=g:5191456
Goose Pond	id=g:5191457
Goose Pond	id=g:5191458
Goose Pond	id=g:5191459
Goose Pond Run	id=g:5191460
Goodmans Corners	id=g:5191461
Goose Run	id=g:5191462
Goose Pond Run Dam	id=g:5191463
Gooseberry Trail	id=g:5191464
Goosehorn Island	id=g:5191465
The Gooseneck	id=g:5191466
Gorby Run	id=g:5191467
Gooseberry Hill	id=g:5191468
Gordon	id=g:5191469
Gordon Camp	id=g:5191470
Gordon Creek	id=g:5191471
Gordner Cemetery	id=g:5191472
Gordon Run	id=g:5191473
Gordon School	id=g:5191474
Borough of Gordon	id=g:5191475
Gordonville	id=g:5191476
Gordonville Post Office (historical)	id=g:5191477
Gore Draft	id=g:5191478
Gordon Reservoir	id=g:5191479
Gorgas Park	id=g:5191480
Gorman Cemetery	id=g:5191481
Gorman Draft	id=g:5191482
Gorgas Park	id=g:5191483
Gorman Summit	id=g:5191484
Gorman Summit	id=g:5191485
Gormania Branch	id=g:5191486
Gorman School (historical)	id=g:5191487
Gorson Dam	id=g:5191488
Gorsuch Cemetery	id=g:5191489
Gorton	id=g:5191490
Gosford	id=g:5191491
Goshen	id=g:5191492
Goshen Church	id=g:5191493
Goshen Elementary School	id=g:5191494
Goshen School (historical)	id=g:5191495
Township of Goshen	id=g:5191496
Goshenhoppen Creek	id=g:5191497
Gorsich School	id=g:5191498
Gospel Camp Church	id=g:5191499
Gospel Church	id=g:5191500
Gospel Hill Church	id=g:5191501
